ra,rc,T,px,py
125.0,300,0.966911466,262.5,454.66333698683025
125.0,315,0.967818812,262.5,454.66333698683025
125.0,330,0.970494278,262.5,454.66333698683025
125.0,345,0.974656031,262.5,454.66333698683025
125.0,360,0.979735553,262.5,454.66333698683025
125.0,375,0.985223742,262.5,454.66333698683025
125.0,390,0.990509692,262.5,454.66333698683025
125.0,405,0.994910764,262.5,454.66333698683025
125.0,420,0.99805549,262.5,454.66333698683025
125.0,435,0.99960005,262.5,454.66333698683025
125.0,450,0.999482698,262.5,454.66333698683025
125.0,465,0.997840844,262.5,454.66333698683025
125.0,480,0.994995404,262.5,454.66333698683025
125.0,495,0.991433379,262.5,454.66333698683025
125.0,510,0.987634752,262.5,454.66333698683025
125.0,525,0.984130429,262.5,454.66333698683025
125.0,540,0.98137627,262.5,454.66333698683025
125.0,555,0.979648581,262.5,454.66333698683025
125.0,570,0.979163319,262.5,454.66333698683025
125.0,585,0.97997679,262.5,454.66333698683025
125.0,600,0.981936973,262.5,454.66333698683025
125.0,615,0.984793789,262.5,454.66333698683025
125.0,630,0.988183869,262.5,454.66333698683025
125.0,645,0.991748455,262.5,454.66333698683025
125.0,660,0.99499057,262.5,454.66333698683025
125.0,675,0.997561052,262.5,454.66333698683025
125.0,690,0.999173051,262.5,454.66333698683025
125.0,705,0.999664499,262.5,454.66333698683025
125.0,720,0.999027497,262.5,454.66333698683025
125.0,735,0.997402374,262.5,454.66333698683025
125.0,750,0.995047318,262.5,454.66333698683025
125.0,765,0.992294605,262.5,454.66333698683025
125.0,780,0.989499167,262.5,454.66333698683025
125.0,795,0.987107459,262.5,454.66333698683025
125.0,810,0.985338226,262.5,454.66333698683025
125.0,825,0.98439771,262.5,454.66333698683025
125.0,840,0.984373534,262.5,454.66333698683025
