ra,rc,T,px,py
295.0,350,0.967727373,619.5,1073.0054752889193
295.0,360,0.967821163,619.5,1073.0054752889193
295.0,370,0.968086866,619.5,1073.0054752889193
295.0,380,0.968551534,619.5,1073.0054752889193
295.0,390,0.969126833,619.5,1073.0054752889193
295.0,400,0.969872403,619.5,1073.0054752889193
295.0,410,0.970661017,619.5,1073.0054752889193
295.0,420,0.971488095,619.5,1073.0054752889193
295.0,430,0.972352766,619.5,1073.0054752889193
295.0,440,0.973180931,619.5,1073.0054752889193
295.0,450,0.973977288,619.5,1073.0054752889193
295.0,460,0.9746736,619.5,1073.0054752889193
295.0,470,0.975284328,619.5,1073.0054752889193
295.0,480,0.975718415,619.5,1073.0054752889193
295.0,490,0.976050335,619.5,1073.0054752889193
295.0,500,0.976256531,619.5,1073.0054752889193
295.0,510,0.976357656,619.5,1073.0054752889193
295.0,520,0.976413913,619.5,1073.0054752889193
295.0,530,0.976425538,619.5,1073.0054752889193
295.0,540,0.976513338,619.5,1073.0054752889193
295.0,550,0.97673168,619.5,1073.0054752889193
295.0,560,0.977134635,619.5,1073.0054752889193
295.0,570,0.977759383,619.5,1073.0054752889193
295.0,580,0.978659785,619.5,1073.0054752889193
295.0,590,0.979833517,619.5,1073.0054752889193
295.0,600,0.981234547,619.5,1073.0054752889193
295.0,610,0.982847755,619.5,1073.0054752889193
295.0,620,0.984638636,619.5,1073.0054752889193
295.0,630,0.986543736,619.5,1073.0054752889193
295.0,650,0.990529791,619.5,1073.0054752889193
295.0,660,0.992469075,619.5,1073.0054752889193
295.0,670,0.994321052,619.5,1073.0054752889193
295.0,680,0.996025223,619.5,1073.0054752889193
295.0,690,0.997515372,619.5,1073.0054752889193
295.0,700,0.998700178,619.5,1073.0054752889193
295.0,710,0.999533643,619.5,1073.0054752889193
295.0,720,0.999942779,619.5,1073.0054752889193
295.0,730,0.99987244,619.5,1073.0054752889193
295.0,740,0.999273306,619.5,1073.0054752889193
295.0,750,0.998132796,619.5,1073.0054752889193
295.0,760,0.996448652,619.5,1073.0054752889193
295.0,770,0.994229017,619.5,1073.0054752889193
295.0,780,0.991572811,619.5,1073.0054752889193
295.0,790,0.988516088,619.5,1073.0054752889193
295.0,800,0.985183258,619.5,1073.0054752889193
305.0,350,0.965945531,640.5,1109.3785422478659
305.0,360,0.966060805,640.5,1109.3785422478659
305.0,370,0.966329548,640.5,1109.3785422478659
305.0,380,0.966741067,640.5,1109.3785422478659
305.0,390,0.967336677,640.5,1109.3785422478659
305.0,400,0.968002648,640.5,1109.3785422478659
305.0,410,0.9687375,640.5,1109.3785422478659
305.0,420,0.969519655,640.5,1109.3785422478659
305.0,430,0.97029748,640.5,1109.3785422478659
305.0,440,0.971063662,640.5,1109.3785422478659
305.0,450,0.971754922,640.5,1109.3785422478659
305.0,460,0.972422753,640.5,1109.3785422478659
305.0,470,0.972978642,640.5,1109.3785422478659
305.0,480,0.973469834,640.5,1109.3785422478659
305.0,490,0.973912689,640.5,1109.3785422478659
305.0,500,0.974321523,640.5,1109.3785422478659
305.0,510,0.974736225,640.5,1109.3785422478659
305.0,520,0.975195831,640.5,1109.3785422478659
305.0,530,0.975766782,640.5,1109.3785422478659
