% ra (nm),rc (nm),"Total transmittance (1), Global Variable Probe 2"
300,330,0.967423687
300,340,0.967118658
300,350,0.967032736
300,360,0.967105545
300,370,0.967366228
300,380,0.967804379
300,390,0.968380883
300,400,0.969056761
300,410,0.969801122
300,420,0.970607331
300,430,0.971376792
300,440,0.972136173
300,450,0.972854311
300,460,0.973485242
300,470,0.974027326
300,480,0.974436115
300,490,0.974794827
300,500,0.975050861
300,510,0.975254659
300,520,0.975494774
