x,y,z
400.0,800.0,0.468827269
425.0,300.0,0.95938761
425.0,350.0,0.91876851
425.0,400.0,0.864979649
425.0,450.0,0.648947134
425.0,500.0,0.838121871
425.0,550.0,0.991996881
425.0,600.0,0.990237418
425.0,650.0,0.966807694
425.0,700.0,0.897786762
425.0,750.0,0.806393201
425.0,800.0,0.826644621
450.0,300.0,0.888881696
450.0,350.0,0.728158127
450.0,400.0,0.977031777
450.0,450.0,0.937604382
450.0,500.0,0.746166157
450.0,550.0,0.761617114
450.0,600.0,0.890931456
450.0,650.0,0.721216225
450.0,700.0,0.515861456
450.0,750.0,0.671908437
450.0,800.0,0.81856085
500.0,300.0,0.918278709
500.0,350.0,0.868540748
500.0,400.0,0.763956572
500.0,450.0,0.694369581
500.0,500.0,0.7344259
500.0,550.0,0.940292272
500.0,600.0,0.810885595
500.0,650.0,0.657771956
500.0,700.0,0.499443678
500.0,750.0,0.350304034
500.0,800.0,0.079275289
